Verslóritgerðir	nvfn-s	Verslóritgerðir
.	.	.

Leitað	sþghen	leita
verður	sfg3en	verða
mögulegra	lvfesf	mögulegur
skýringa	nvfe	skýring
,	,	,
menningarlegra	lvfesf	menningarlegur
,	,	,
sögulegra	lvfesf	sögulegur
og	c	og
pólitískra	lvfesf	pólitískur
,	,	,
auk	ae	auk
stefnumótunarskýringa	nvfe	stefnumótunarskýring
.	.	.

Hafa	sng	hafa
verður	sfg3en	verða
í	aþ	í
huga	nkeþ	hugi
að	c	að
almannavarnir	nvfn	almannavarnir
eru	sfg3fn	vera
viðfangsefni	nhen	viðfangsefni
bæði	c	bæði
ríkisstjórnar	nvee	ríkisstjórn
og	c	og
sveitarstjórna	nvfe	sveitarstjórn
og	c	og
verður	sfg3en	verða
samþætting	nven	samþætting
þeirra	fpvfe	hún
athuguð	sþgven	athuga
.	.	.

Eftir	ao	eftir
snjóflóðin	nhfog	snjóflóð
á	aþ	á
Vestfjörðum	nkfþ-s	Vestfirðir
1995	ta	1995
komst	sfm3eþ	koma
stjórnsýsla	nven	stjórnsýsla
almannavarna	nvfe	almannavarnir
á	ao	á
dagskrá	nveo	dagskrá
ríkisstjórnar	nvee	ríkisstjórn
og	c	og
Alþingis	nhee-s	Alþingi
.	.	.

Skipulag	nhen	skipulag
viðbúnaðar	nkee	viðbúnaður
gegn	aþ	gegn
snjóflóðum	nhfþ	snjóflóð
hafði	sfg3eþ	hafa
verið	ssg	vera
ófullnægjandi	lhenof	ófullnægjandi
.	.	.

Manntjón	nhen	manntjón
var	sfg3eþ	vera
mikið	lhensf	mikill
og	c	og
eignatjón	nhen	eignatjón
einnig	aa	einnig
.	.	.

Stjórnvöld	nhfn	stjórnvald
tóku	sfg3fþ	taka
málaflokkinn	nkeog	málaflokkur
til	ae	til
endurskoðunar	nvee	endurskoðun
varðandi	slg	varða
viðbúnað	nkeo	viðbúnaður
.	.	.

Sett	sþghen	setja
var	sfg3eþ	vera
viðmið	nhen	viðmið
um	ao	um
ásættanlega	lveosf	ásættanlegur
áhættu	nveo	áhætta
íbúa	nkfe	íbúi
á	aþ	á
eigin	lhfþof	eigin
heimilum	nhfþ	heimili
.	.	.

Borið	sþghen	bera
verður	sfg3en	verða
saman	aa	saman
það	fahen	sá
skipulag	nhen	skipulag
og	c	og
uppbygging	nven	uppbygging
sem	ct	sem
ríkir	sfg3en	ríkja
á	aþ	á
Íslandi	nheþ-s	Ísland
,	,	,
sem	ct	sem
er	sfg3en	vera
lítið	lhensf	lítill
og	c	og
fámennt	lhensf	fámennur
ríki	nhen	ríki
með	aa	með
um	ao	um
313.000	ta	313.000
íbúa	nkfo	íbúi
,	,	,
Danmerkur	nvee-s	Danmörk
með	ao	með
um	aa	um
5,5	ta	5,5
milljónir	nvfo	milljón
og	c	og
Bretlands	nhee-s	Bretland
sem	ct	sem
hefur	sfg3en	hafa
um	aa	um
61	ta	61
milljón	nveo	milljón
íbúa	nkfo	íbúi
.	.	.

Tvö	tfhfn	tveir
eru	sfg3fn	vera
í	aþ	í
Evrópusambandinu	nheþgs	Evrópusamband
og	c	og
Ísland	nhen-s	Ísland
eitt	lhensf	einn
utan	ae	utan
þess	fphee	það
.	.	.

Því	fpheþ	það
má	sfg3en	mega
að	aþ	að
lokum	nhfþ	lok
velta	sng	velta
fyrir	aþ	fyrir
sér	fpkeþ	sig
hvort	c	hvort
það	fphen	það
hefur	sfg3en	hafa
áhrif	nhfo	áhrif
á	ao	á
skipulagið	nheog	skipulag
í	aþ	í
stærri	lhfþvm	stór
ríkjunum	nhfþg	ríki
tveimur	tfhfþ	tveir
að	c	að
þau	fphfn	það
eru	sfg3fn	vera
í	aþ	í
Evrópusambandinu	nheþgs	Evrópusamband
?	?	?

Það	fphen	það
er	sfg3en	vera
yfirlýst	lvensf	yfirlýstur
stefna	nven	stefna
dönsku	lveevf	danskur
ríkisstjórnarinnar	nveeg	ríkisstjórn
að	cn	að
efla	sng	efla
samstarf	nheo	samstarf
á	aa	á
milli	ae	milli
héraða	nhfe	hérað
í	aþ	í
Danmörku	nveþ-s	Danmörk
og	c	og
milli	ae	milli
landa	nhfe	land
á	aþ	á
grunni	nkeþ	grunnur
Evrópusambandsins	nheegs	Evrópusamband
og	c	og
innan	ae	innan
Atlantshafsbandalagsins	nheegs	Atlantshafsbandalag
,	,	,
North	e	North
Atlantic	e	Atlantic
Treaty	e	Treaty
Organization	e	Organization
(	(	(
NATO	nxen-s	NATO
)	)	)
.	.	.

Í	aþ	í
Bretlandi	nheþ-s	Bretland
og	c	og
Danmörku	nveþ-s	Danmörk
er	sfg3en	vera
her	nken	her
en	c	en
ekki	aa	ekki
á	aþ	á
Íslandi	nheþ-s	Ísland
.	.	.

Það	fphen	það
kann	sfg3en	kunna
að	cn	að
skipta	sng	skipta
miklu	lheþsf	mikill
að	cn	að
rækta	sng	rækta
alþjóðlegt	lheosf	alþjóðlegur
samstarf	nheo	samstarf
einkum	aa	einkum
á	aþ	á
sviði	nheþ	svið
tækninnar	nveeg	tækni
.	.	.

Ísland	nhen-s	Ísland
er	sfg3en	vera
mun	nkeþ	munur
fámennara	lhenvm	fámennur
en	c	en
hin	fahfn	hinn
ríkin	nhfng	ríki
tvö	tfhfn	tveir
.	.	.

Hlutfall	nhen	hlutfall
íbúa	nkfe	íbúi
á	aþ	á
Íslandi	nheþ-s	Ísland
er	sfg3en	vera
um	aa	um
0,5%	tp	0,5%
af	aþ	af
íbúum	nkfþ	íbúi
Bretlands	nhee-s	Bretland
og	c	og
5,5%	tp	5,5%
af	aþ	af
íbúum	nkfþ	íbúi
Danmerkur	nvee-s	Danmörk
.	.	.

Aðstæður	nvfn	aðstæður
eru	sfg3fn	vera
einnig	aa	einnig
aðrar	fovfn	annar
og	c	og
nægir	sfg3en	nægja
að	cn	að
líta	sng	líta
til	ae	til
þess	fphee	það
að	c	að
tvisvar	aa	tvisvar
á	aþ	á
rúmu	lheþsf	rúmur
ári	nheþ	ár
hafa	sfg3fn	hafa
yfirvöld	nhfn	yfirvald
í	aþ	í
Bretlandi	nheþ-s	Bretland
þurft	ssg	þurfa
að	cn	að
glíma	sng	glíma
við	ao	við
hryðjuverk	nhfo	hryðjuverk
,	,	,
hinn	gkeo	hinn
7.	ta	7.
júlí	nkeo	júlí
2005	ta	2005
voru	sfg3fþ	vera
lestir	nvfn	lest
og	c	og
strætisvagn	nken	strætisvagn
sprengd	sþghfn	sprengja
upp	aa	upp
í	aþ	í
London	e	London
og	c	og
10.	ta	10.
ágúst	nkeo	ágúst
2006	ta	2006
voru	sfg3fþ	vera
24	ta	24
hryðjuverkamenn	nkfn	hryðjuverkamaður
handteknir	sþgkfn	handtaka
grunaðir	lkfnsf	grunaður
um	ao	um
að	cn	að
ætla	sng	ætla
að	cn	að
sprengja	sng	sprengja
að	aþ	að
minnsta	lkeþve	lítill
kosti	nkeþ	kostur
10	ta	10
farþegaflugvélar	nvfo	farþegaflugvél
á	aþ	á
leið	nveþ	leið
frá	aþ	frá
London	e	London
til	ae	til
Bandaríkja	nhfe-s	Bandaríki
Norður-Ameríku	nvee-s	Norður-Ameríka
.	.	.

Meginverkefnið	nheng	meginverkefni
er	sfg3en	vera
samanburður	nken	samanburður
á	aþ	á
því	faheþ	sá
kerfi	nheþ	kerfi
sem	ct	sem
gildir	sfg3en	gilda
í	aþ	í
hverju	foheþ	hver
ríki	nheþ	ríki
fyrir	ao	fyrir
sig	fpheo	sig
og	c	og
það	fphen	það
að	cn	að
draga	sng	draga
ályktanir	nvfo	ályktun
af	aþ	af
því	faheþ	sá
sem	ct	sem
ráða	sng	ráða
má	sfg3en	mega
af	aþ	af
stærð	nveþ	stærð
ríkjanna	nhfeg	ríki
og	c	og
umfangi	nheþ	umfang
ásamt	aþ	ásamt
því	fpheþ	það
að	cn	að
líta	sng	líta
til	ae	til
sögunnar	nveeg	saga
.	.	.

Hugtök	nhfn	hugtak
eru	sfg3fn	vera
nauðsynleg	lhfnsf	nauðsynlegur
til	ae	til
að	cn	að
skilgreina	sng	skilgreina
viðfangsefnið	nheog	viðfangsefni
.	.	.

Allt	fohen	allur
verður	sfg3en	verða
að	cn	að
hafa	sng	hafa
eitthvert	foheo	einhver
heiti	nheo	heiti
.	.	.

Miklu	lheþsf	mikill
skiptir	sfg3en	skipta
að	cn	að
fara	sng	fara
yfir	ao	yfir
notkun	nveo	notkun
hugtaka	nhfe	hugtak
og	c	og
hafa	sng	hafa
skal	sfg3en	skulu
í	aþ	í
huga	nkeþ	hugi
að	c	að
þýðingar	nvfn	þýðing
ýmissa	fohfe	ýmis
þeirra	fphfe	það
eru	sfg3fn	vera
höfundar	nkfn	höfundur
og	c	og
fylgja	sfg3fn	fylgja
þá	aa	þá
heiti	nhfn	heiti
þeirra	fphfe	það
á	aa	á
annaðhvort	c	annaðhvort
á	aþ	á
dönsku	nveþ	danska
eða	c	eða
á	aþ	á
ensku	nveþ	enska
til	ae	til
að	cn	að
einfalda	sng	einfalda
samanburð	nkeo	samanburður
.	.	.

Með	aþ	með
viðbúnaði	nkeþ	viðbúnaður
er	sfg3en	vera
átt	sþghen	eiga
við	ao	við
undirbúning	nkeo	undirbúningur
til	ae	til
að	cn	að
mæta	sng	mæta
áföllum	nhfþ	áfall
,	,	,
komast	snm	koma
hjá	aþ	hjá
tjóni	nheþ	tjón
og	c	og
halda	sng	halda
afleiðingum	nvfþ	afleiðing
í	aþ	í
lágmarki	nheþ	lágmark
.	.	.

Með	aþ	með
viðbragði	nheþ	viðbragð
er	sfg3en	vera
átt	sþghen	eiga
við	ao	við
þær	favfo	sá
aðgerðir	nvfo	aðgerð
sem	ct	sem
fara	sfg3fn	fara
í	ao	í
gang	nkeo	gangur
þegar	c	þegar
áfall	nhen	áfall
hefur	sfg3en	hafa
orðið	ssg	verða
.	.	.

Að	cn	að
bregðast	snm	bregða
við	aa	við
táknar	sfg3en	tákna
hér	aa	hér
þau	fahfo	sá
viðbrögð	nhfo	viðbragð
og	c	og
ráðstafanir	nvfo	ráðstöfun
sem	ct	sem
er	sfg3en	vera
gripið	sþghen	grípa
til	aa	til
þegar	c	þegar
menn	nkfn	maður
standa	sfg3fn	standa
frammi	aa	frammi
fyrir	aþ	fyrir
vanda	nkeþ	vandi
sem	ct	sem
viðbúnaðarskipulag	nhen	viðbúnaðarskipulag
hefur	sfg3en	hafa
ekki	aa	ekki
ráðið	ssg	ráða
við	aa	við
.	.	.

Með	aþ	með
«	«	«
reactive	e	reactive
»	»	»
er	sfg3en	vera
átt	sþghen	eiga
við	ao	við
viðnæma	lveosf	viðnæmur
háttsemi	nveo	háttsemi
eða	c	eða
viðbragð	nheo	viðbragð
sem	ct	sem
kemur	sfg3en	koma
eftir	aa	eftir
á	aa	á
.	.	.

Með	aþ	með
«	«	«
proactive	e	proactive
»	»	»
er	sfg3en	vera
átt	sþghen	eiga
við	ao	við
frumnæma	lveosf	frumnæmur
háttsemi	nveo	háttsemi
eða	c	eða
það	fpheo	það
að	cn	að
hugsa	sng	hugsa
fyrir	aþ	fyrir
því	fpheþ	það
hvernig	aa	hvernig
mæta	sng	mæta
skuli	svg3en	skulu
óorðnum	lkfþsf	óorðinn
atburðum	nkfþ	atburður
með	aþ	með
sem	ct	sem
beztum	lkeþse	góður
undirbúningi	nkeþ	undirbúningur
.	.	.

Hér	aa	hér
á	aa	á
eftir	aa	eftir
verða	sfg3fn	verða
íslenzku	lhfnvf	íslenskur
heitin	nhfng	heiti
notuð	sþghfn	nota
.	.	.

Á	aþ	á
Íslandi	nheþ-s	Ísland
er	sfg3en	vera
talað	sþghen	tala
um	ao	um
almannavarnir	nvfo	almannavarnir
(	(	(
e	as	e
:	:	:
Civil	e	Civil
Defence	e	Defence
eða	c	eða
Civil	e	Civil
Protection	e	Protection
)	)	)
.	.	.

Í	aþ	í
Danmörku	nveþ-s	Danmörk
heitir	sfg3en	heita
stofnunin	nveng	stofnun
sem	ct	sem
fer	sfg3en	fara
með	ao	með
hlutverk	nheo	hlutverk
líkt	aa	líkt
almannavörnum	nvfþ	almannavarnir
á	aþ	á
Íslandi	nheþ-s	Ísland
,	,	,
Beredsskabsstyrelsen	e	Beredsskabsstyrelsen
.	.	.

Á	aþ	á
íslenzku	nveþ	íslenska
verður	sfg3en	verða
hún	fpven	hún
nefnd	sþgven	nefna
Viðbúnaðarstjórnin	nvengs	Viðbúnaðarstjórn
.	.	.

Heitið	nheng	heiti
vísar	sfg3en	vísa
til	ae	til
þess	fphee	það
að	c	að
hlutverk	nhen	hlutverk
hennar	fpvee	hún
sé	svg3en	vera
það	fphen	það
að	cn	að
stjórna	sng	stjórna
viðbúnaði	nkeþ	viðbúnaður
og	c	og
skipleggja	sng	skipleggja
viðbrögð	nhfo	viðbragð
við	aþ	við
atburðum	nkfþ	atburður
,	,	,
sem	ct	sem
orðið	ssg	verða
hafa	sfg3fn	hafa
eða	c	eða
líklegt	lhensf	líklegur
er	sfg3en	vera
að	c	að
verði	svg3fn	verða
.	.	.

Í	aþ	í
Englandi	nheþ-s	England
heitir	sfg3en	heita
stofnunin	nveng	stofnun
sem	ct	sem
annast	sfm3en	anna
samsvarandi	lheoof	samsvarandi
hlutverk	nheo	hlutverk
,	,	,
UK	e	UK
Resilience	e	Resilience
,	,	,
og	c	og
talað	sþghen	tala
er	sfg3en	vera
um	ao	um
«	«	«
civil	e	civil
contingency	e	contingency
»	»	»
.	.	.

Resilience	e	Resilience
útleggst	sfm3en	útleggja
á	aþ	á
íslenzku	nveþ	íslenska
sem	ct	sem
þanþol	nhen	þanþol
eða	c	eða
teygja	nven	teygja
og	c	og
vísar	sfg3en	vísa
til	ae	til
þess	fphee	það
hver	fohfn	hver
þolmörk	nhfn	þolmörk
eru	sfg3fn	vera
eða	c	eða
geta	sfg3fn	geta
orðið	ssg	verða
og	c	og
starfar	sfg3en	starfa
stofnunin	nveng	stofnun
með	aþ	með
öðrum	fovfþ	annar
stofnunum	nvfþ	stofnun
brezka	lheevf	breskur
ríkisins	nheeg	ríki
þar	aa	þar
með	aa	með
talið	sþghen	telja
MI5	x	MI5
,	,	,
brezku	lveþvf	breskur
leyniþjónustunni	nveþg	leyniþjónusta
.	.	.

Civil	e	Civil
contingency	e	contingency
þýðir	sfg3en	þýða
óvissa	nven	óvissa
,	,	,
atburður	nken	atburður
eða	c	eða
ástand	nhen	ástand
sem	ct	sem
er	sfg3en	vera
undir	aþ	undir
einhverju	foheþ	einhver
öðru	foheþ	annar
komið	sþghen	koma
,	,	,
óvænt	lhensf	óvæntur
eða	c	eða
ófyrirséð	lhensf	ófyrirséður
atvik	nhen	atvik
,	,	,
eitthvað	fohen	einhver
sem	ct	sem
kann	sfg3en	kunna
að	cn	að
bera	sng	bera
að	aþ	að
höndum	nvfþ	hönd
.	.	.

Það	fphen	það
vísar	sfg3en	vísa
til	ae	til
þess	fphee	það
að	c	að
um	ao	um
sé	svg3en	vera
að	cn	að
ræða	sng	ræða
óvissuástand	nheo	óvissuástand
,	,	,
sem	ct	sem
ekki	aa	ekki
er	sfg3en	vera
hægt	lhensf	hægur
að	cn	að
ráða	sng	ráða
við	aa	við
með	aþ	með
fullnægjandi	lkeþof	fullnægjandi
hætti	nkeþ	háttur
.	.	.

Strax	aa	strax
verður	sfg3en	verða
dregin	sþgven	draga
sú	faven	sá
ályktun	nven	ályktun
að	c	að
hlutverk	nhen	hlutverk
og	c	og
uppbygging	nven	uppbygging
þessara	favfe	þessi
stofnana	nvfe	stofnun
í	aþ	í
Danmörku	nveþ-s	Danmörk
og	c	og
Bretlandi	nheþ-s	Bretland
sé	svg3en	vera
víðtækara	lhenvm	víðtækur
en	c	en
gildir	sfg3en	gilda
á	aþ	á
Íslandi	nheþ-s	Ísland
.	.	.

Höfuðstöðvar	nvfn	höfuðstöðvar
Viðbúnaðarstjórnarinnar	nveegs	Viðbúnaðarstjórnin
(	(	(
d	x	d
:	:	:
Beredskabsstyrelsen	e	Beredskabsstyrelsen
)	)	)
í	aþ	í
Danmörku	nveþ-s	Danmörk
,	,	,
sem	ct	sem
nú	aa	nú
annast	sfm3en	anna
samræmingu	nveo	samræming
viðbragðsþjónustu	nvee	viðbragðsþjónusta
og	c	og
björgunar	nvee	björgun
,	,	,
voru	sfg3fþ	vera
heimsóttar	sþgvfn	heimsækja
hinn	gkeo	hinn
10.	ta	10.
apríl	nkeo	apríl
2006	ta	2006
og	c	og
rætt	sþghen	ræða
var	sfg3eþ	vera
við	ao	við
forsvarsmenn	nkfo	forsvarsmaður
stofnunarinnar	nveeg	stofnun
,	,	,
sem	ct	sem
gáfu	sfg3fþ	gefa
ýtarlegar	lvfosf	ýtarlegur
upplýsingar	nvfo	upplýsing
og	c	og
staðfestu	sfg3fþ	staðfesta
það	faheo	sá
sem	ct	sem
hér	aa	hér
kemur	sfg3en	koma
fram	aa	fram
.	.	.

Var	sfg3eþ	vera
það	fphen	það
gert	sþghen	gera
til	ae	til
að	cn	að
afla	sng	afla
nánari	lvfevm	náinn
upplýsinga	nvfe	upplýsing
þær	favfo	sá
breytingar	nvfo	breyting
sem	ct	sem
gerðar	sþgvfn	gera
höfðu	sfg3fþ	hafa
verið	ssg	vera
i	x	í
Danmörku	nveþ-s	Danmörk
til	ae	til
þess	fphee	það
að	cn	að
bæta	sng	bæta
skipulag	nheo	skipulag
almannavarna	nvfe	almannavarnir
.	.	.

Almannavarnir	nvfo	almannavarnir
og	c	og
skipulag	nheo	skipulag
þeirra	fpvfe	hún
á	aþ	á
Íslandi	nheþ-s	Ísland
þarf	sfg3en	þurfa
að	cn	að
taka	sng	taka
til	ae	til
endurskoðunar	nvee	endurskoðun
og	c	og
taka	sng	taka
mið	nheo	mið
af	aþ	af
því	faheþ	sá
sem	ct	sem
tíðkast	sfm3en	tíðka
í	aþ	í
öðrum	fohfþ	annar
löndum	nhfþ	land
.	.	.

Stríð	nhfn	stríð
og	c	og
einkum	aa	einkum
náttúruhamfarir	nvfn	náttúruhamfarir
eru	sfg3fn	vera
sögulegur	lkensf	sögulegur
grundvöllur	nken	grundvöllur
skipulagsins	nheeg	skipulag
á	aþ	á
Íslandi	nheþ-s	Ísland
.	.	.

Íslendingar	nkfn-s	Íslendingur
hafa	sfg3fn	hafa
treyst	ssg	treysta
á	ao	á
önnur	fohfo	annar
ríki	nhfo	ríki
til	ae	til
að	cn	að
fást	snm	fá
við	ao	við
varnir	nvfo	vörn
Íslendinga	nkfe-s	Íslendingur
með	aþ	með
þátttöku	nveþ	þátttaka
sinni	feveþ	sinn
í	aþ	í
NATO	nxeþ-s	NATO
og	c	og
varnarsamningi	nkeþ	varnarsamningur
við	ao	við
Bandaríkin	nhfogs	Bandaríki
.	.	.

Danska	lvenvf	danskur
ríkisstjórnin	nveng	ríkisstjórn
leggur	sfg3en	leggja
mikla	lveosf	mikill
áherzlu	nveo	áherlsa
á	ao	á
að	cn	að
efla	sng	efla
samskipti	nhfo	samskipti
viðbragðsaðila	nkfe	viðbragðsaðili
í	aþ	í
Danmörku	nveþ-s	Danmörk
og	c	og
samstarf	nheo	samstarf
við	ao	við
aðrar	fovfo	annar
þjóðir	nvfo	þjóð
í	aþ	í
þeim	fahfþ	sá
efnum	nhfþ	efni
eins	aa	eins
og	c	og
fram	aa	fram
kemur	sfg3en	koma
í	aþ	í
hinu	gheþ	hinn
stefnumarkandi	lheþof	stefnumarkandi
riti	nheþ	rit
«	«	«
Et	e	Et
robust	e	robust
og	e	og
sikkert	e	sikkert
samfund	e	samfund
-	-	-
Regerings	e	Regerings
politik	e	politik
for	e	for
beredskabet	e	beredskabet
i	e	i
Danmark	e	Danmark
.	.	.
»	»	»

Hið	ghen	hinn
sama	fbhen	sami
er	sfg3en	vera
uppi	aa	uppi
á	aþ	á
teningnum	nkeþg	teningur
hjá	aþ	hjá
Bretum	nkfþ-s	Breti
.	.	.

Þeir	fpkfn	hann
breyttu	sfg3fþ	breyta
fyrra	lheþvm	fyrri
skipulagi	nheþ	skipulag
sem	ct	sem
kennt	sþghen	kenna
er	sfg3en	vera
við	ao	við
Civil	e	Civil
Defence	e	Defence
í	ao	í
UK	e	UK
Resilience	e	Resilience
og	c	og
líkist	sfm3en	líkja
það	fphen	það
nú	aa	nú
því	faheþ	sá
kerfi	nheþ	kerfi
sem	ct	sem
er	sfg3en	vera
í	aþ	í
Danmörku	nveþ-s	Danmörk
.	.	.

Á	aþ	á
heimasíðu	nveþ	heimasíða
UK	e	UK
Resilience	e	Resilience
mátti	sfg3eþ	mega
strax	aa	strax
lesa	sng	lesa
um	ao	um
hryðjuverkaógnina	nveog	hryðjuverkaógn
vegna	ae	vegna
flugsins	nheeg	flug
10.	ta	10.
ágúst	nkeo	ágúst
2006	ta	2006
.	.	.

Lykilorðið	nheng	lykilorð
í	aþ	í
danska	lheþvf	danskur
og	c	og
brezka	lheþvf	breskur
skipulaginu	nheþg	skipulag
virðist	sfm3en	virða
vera	sng	vera
samstarf	nhen	samstarf
margra	lvfesf	margur
stofnana	nvfe	stofnun
,	,	,
þar	aa	þar
koma	sfg3fn	koma
meðal	ae	meðal
annars	fohee	annar
að	aa	að
leyniþjónusta	nven	leyniþjónusta
Breta	nkfe-s	Breti
,	,	,
MI5	x	MI5
,	,	,
í	aþ	í
Bretlandi	nheþ-s	Bretland
og	c	og
herinn	nkeng	her
í	aþ	í
Danmörku	nveþ-s	Danmörk
.	.	.

Rannsakað	sþghen	rannsaka
verður	sfg3en	verða
í	aþ	í
þessum	fakeþ	þessi
þætti	nkeþ	þáttur
hvaða	fsvfn	hvaða
reglur	nvfn	regla
gilda	sfg3fn	gilda
í	aþ	í
hverju	foheþ	hver
ríkjanna	nhfeg	ríki
þriggja	tfhfe	þrír
,	,	,
hvernig	aa	hvernig
þær	fpvfn	hún
hafa	sfg3fn	hafa
þróast	ssm	þróa
,	,	,
að	aþ	að
hvaða	fsheþ	hvaða
leyti	nheþ	leyti
þær	fpvfn	hún
líkjast	sfm3fn	líkja
og	c	og
að	aþ	að
hvaða	fsheþ	hvaða
leyti	nheþ	leyti
þær	fpvfn	hún
eru	sfg3fn	vera
frábrugðnar	lvfnsf	frábrugðinn
.	.	.

Haft	sþghen	hafa
var	sfg3eþ	vera
samband	nhen	samband
við	ao	við
báðar	fovfo	báðir
stofnanir	nvfo	stofnun
með	aþ	með
tölvupósti	nkeþ	tölvupóstur
og	c	og
í	aþ	í
síma	nkeþ	sími
og	c	og
óskað	sþghen	óska
eftir	aþ	eftir
því	fpheþ	það
að	c	að
bent	sþghen	benda
yrði	svg3eþ	verða
á	ao	á
ritaðar	lvfosf	ritaður
heimildir	nvfo	heimild
.	.	.

Þau	fahfn	sá
svör	nhfn	svar
fengust	sfm3fþ	fá
að	c	að
afar	aa	afar
lítið	lhensf	lítill
væri	svg3eþ	vera
til	aa	til
af	aþ	af
útgefnu	lheþsf	útgefinn
efni	nheþ	efni
um	ao	um
almannavarnir	nvfo	almannavarnir
í	aþ	í
Danmörku	nveþ-s	Danmörk
og	c	og
Bretlandi	nheþ-s	Bretland
umfram	ao	umfram
það	faheo	sá
efni	nheo	efni
sem	ct	sem
birt	sþghen	birta
er	sfg3en	vera
á	aþ	á
heimasvæði	nheþ	heimasvæði
viðkomandi	lvfeof	viðkomandi
stofnana	nvfe	stofnun
á	aþ	á
netinu	nheþg	net
.	.	.

Stuðzt	sþmhen	stuðzt
er	sfg3en	vera
við	ao	við
þær	favfo	sá
útgáfur	nvfo	útgáfa
sem	ct	sem
til	aa	til
eru	sfg3fn	vera
á	aþ	á
netinu	nheþg	net
frá	aþ	frá
UK	e	UK
Resilience	e	Resilience
og	c	og
Viðbúnaðarstjórnarinnar	nveegs	Viðbúnaðarstjórnin
í	aþ	í
Danmörku	nveþ-s	Danmörk
,	,	,
á	aþ	á
vefsíðum	nvfþ	vefsíða
viðkomandi	lvfeof	viðkomandi
stofnana	nvfe	stofnun
.	.	.

Leiðbeiningar	nvfn	leiðbeining
fengust	sfm3fþ	fá
um	aa	um
,	,	,
að	c	að
þar	aa	þar
væri	svg3eþ	vera
heimildir	nvfo	heimild
um	ao	um
starfsemi	nveo	starfsemi
stofnananna	nvfeg	stofnun
að	cn	að
finna	sng	finna
og	c	og
þær	favfo	sá
reglur	nvfo	regla
sem	ct	sem
um	ao	um
þær	fpvfo	hún
giltu	svg3fþ	gilda
og	c	og
framkvæmd	nveo	framkvæmd
starfa	nhfe	starf
á	aþ	á
þeirra	fpvfe	hún
vegum	nkfþ	vegur
.	.	.

Fræðileg	lhfnsf	fræðilegur
skrif	nhfn	skrif
um	ao	um
almannavarnir	nvfo	almannavarnir
eru	sfg3fn	vera
samkvæmt	aþ	samkvæmt
þessu	faheþ	þessi
lítil	lhfnsf	lítill
í	aþ	í
Danmörku	nveþ-s	Danmörk
og	c	og
Bretlandi	nheþ-s	Bretland
.	.	.

Talsverðan	lkeosf	talsverður
fróðleik	nkeo	fróðleikur
er	sfg3en	vera
að	cn	að
finna	sng	finna
á	aþ	á
heimasíðu	nveþ	heimasíða
UK	e	UK
Resilience	e	Resilience
og	c	og
tengingum	nvfþ	tenging
út	aa	út
frá	aþ	frá
henni	fpveþ	hún
inn	aa	inn
á	ao	á
síður	nvfo	síða
bæði	c	bæði
brezku	lveevf	breskur
ríkisstjórnarinnar	nveeg	ríkisstjórn
(	(	(
e	as	e
:	:	:
Home	e	Home
Office	e	Office
)	)	)
og	c	og
síður	nvfo	síða
staðbundinna	lhfesf	staðbundinn
stjórnvalda	nhfe	stjórnvald
.	.	.

Leitað	sþghen	leita
var	sfg3eþ	vera
upplýsinga	nvfe	upplýsing
um	ao	um
grundvöll	nkeo	grundvöllur
laganna	nhfeg	lag
,	,	,
reglugerðir	nvfo	reglugerð
og	c	og
fyrirmæli	nhfo	fyrirmæli
sem	ct	sem
um	ao	um
starfsemi	nveo	starfsemi
almannavarna	nvfe	almannavarnir
gilda	sfg3fn	gilda
í	aþ	í
ríkjunum	nhfþg	ríki
þremur	tfhfþ	þrír
og	c	og
þá	faveo	sá
hugsun	nveo	hugsun
og	c	og
stefnu	nveo	stefna
sem	ct	sem
býr	sfg3en	búa
að	aþ	að
baki	nheþ	bak
þeim	fphfþ	það
.	.	.

Breytingar	nvfn	breyting
voru	sfg3fþ	vera
gerðar	sþgvfn	gera
á	aþ	á
skipulagi	nheþ	skipulag
almannavarna	nvfe	almannavarnir
á	aþ	á
Íslandi	nheþ-s	Ísland
eftir	ao	eftir
1995	ta	1995
,	,	,
einkum	aa	einkum
varðandi	slg	varða
snjóflóð	nhfo	snjóflóð
og	c	og
snjóflóðavarnir	nvfo	snjóflóðavörn
.	.	.

Í	aþ	í
ritgerð	nveþ	ritgerð
frá	aþ	frá
árinu	nheþg	ár
2001	ta	2001
,	,	,
sem	ct	sem
birtist	sfm3eþ	birta
í	aþ	í
tímaritinu	nheþg	tímarit
Sveitarstjórnarmál	nhfn-s	Sveitarstjórnarmál
um	ao	um
almannvarnir	nvfo	almannvörn
,	,	,
var	sfg3eþ	vera
kafað	sþghen	kafa
nokkuð	fohen	nokkur
í	ao	í
bakgrunn	nkeo	bakgrunnur
laga	nhfe	lag
um	ao	um
almannavarnir	nvfo	almannavarnir
og	c	og
verður	sfg3en	verða
við	ao	við
það	fpheo	það
stuðzt	sþmhen	stuðzt
hér	aa	hér
varðandi	slg	varða
sögulega	lveosf	sögulegur
tilurð	nveo	tilurð
laganna	nhfeg	lag
.	.	.

2	ta	2
.	.	.

Almannavarnir	nvfn	almannavarnir
á	aþ	á
Íslandi	nheþ-s	Ísland
,	,	,
í	aþ	í
Danmörku	nveþ-s	Danmörk
og	c	og
í	aþ	í
