Búnaðarlög búnaðarlag nhfn
, , ,

, , ,

, , ,

52. 52. ta

ta ta nven

52 52 ta

. . .

gr. grein nven

nven nven nkeog

grein grein nven

Ákvæði ákvæði nhfn

nhfn nhfn nheo

ákvæði ákvæði nhfn

til til ae

ae ae sng

til til ae

bráðabirgða bráðabirgð nvfe

nvfe nvfe sng

bráðabirgð bráðabirgður lvensf

. . .

. . .

. . .

Landbúnaðarráðherra landbúnaðarráðherra nkee

nkee nkee sng

landbúnaðarráðherra landbúnaðarráðherra nkee

er vera sfg3en

sfg3en sfg3en nkeog

vera vera sng

heimilt heimill lhensf

lhensf lhensf sfg3eþ

heimill heimill lkensf

að að cn

cn cn e

að að cn

leita leita sng

sng sng nven

leita leita sng

eftir eftir aþ

aþ aþ nhen

eftir eftir aþ

samningum samningur nkfþ

nkfþ nkfþ nhen

samningur samningur nken

við við ao

ao ao sng

við við ao

bændur bóndi nkfn

nkfn nkfn nheo

bóndi bóndi nken

um um ao

ao ao sng

um um ao

greiðslur greiðsla nvfn

nvfn nvfn nheo

greiðsla greiðsla nven

á á aþ

aþ aþ nhen

á á aþ

sérstökum sérstakur lhfþsf

lhfþsf lhfþsf sfg3eþ

sérstakur sérstakur lkensf

framlögum framlag nhfþ

nhfþ nhfþ nhen

framlag framlag nhen

vegna vegna ae

ae ae sng

vegna vegna ae

framkvæmda framkvæmd nvfe

nvfe nvfe sng

framkvæmd framkvæmd nven

á á aþ

aþ aþ nhen

á á aþ

lögbýlum lögbýli nhfþ

nhfþ nhfþ nhen

lögbýli lögbýli nheþ

sem sem c

c c x

sem sem c

teknar teknur lvfnsf

lvfnsf lvfnsf sfg3eþ

teknur teknur lkensf

voru vera sfg3fþ

sfg3fþ sfg3fþ nhen

vera vera sng

út út aa

aa aur nkfo

út út aa

og og c

c c x

og og c

samþykktar samþykktar nvfn

nvfn nvfn nheo

samþykktar samþykktar nvfn

af af aþ

aþ aþ nhen

af af aþ

héraðsráðunautum héraðsráðunautur nkfþ

nkfþ nkfþ nhen

héraðsráðunautur héraðsráðunautur nken

á á aþ

aþ aþ nhen

á á aþ

árunum ár nhfþg

nhfþg nhfþgur nkeo

ár ár nhfn

1992 1992 ta

ta ta nven

1992 1992 ta

– – nhen

nhen nhen nkeog

– – nhen

97 97 ta

ta ta nven

97 97 ta

, , ,

, , ,

, , ,

en en c

c c x

en en c

ákvæði ákvæði nhfn

nhfn nhfn nheo

ákvæði ákvæði nhfn

laga lag nhfe

nhfe nhfe sng

lag lag nhen

þessara þessi fahfe

fahfe fahfe sng

þessi þessi faven

gilda gilda sfg3fn

sfg3fn sfg3fn nheo

gilda gilda sfg3fn

um um ao

ao ao sng

um um ao

framkvæmdir framkvæmd nvfn

nvfn nvfn nheo

framkvæmd framkvæmd nven

sem sem c

c c x

sem sem c

hafa hafa sfg3fn

sfg3fn sfg3fn nheo

hafa hafa sfg3fn

verið vera ssg

ssg ssgur nkeo

vera vera sng

teknar teknur lvfnsf

lvfnsf lvfnsf sfg3eþ

teknur teknur lkensf

út út aa

aa aur nkfo

út út aa

og og c

c c x

og og c

samþykktar samþykktar nvfn

nvfn nvfn nheo

samþykktar samþykktar nvfn

á á aþ

aþ aþ nhen

á á aþ

árinu ár nheþg

nheþg nheþgur nkeo

ár ár nhfn

1998 1998 ta

ta ta nven

1998 1998 ta

. . .

. . .

. . .

Um um ao

ao ao sng

um um ao

samninga samningur nkfo

nkfo nkfo sng

samningur samningur nken

við við ao

ao ao sng

við við ao

bændur bóndi nkfn

nkfn nkfn nheo

bóndi bóndi nken

verði verða svg3en

svg3en svg3en nkeog

verða verða sng

eftirfarandi eftirfarandi lvenof

lvenof lvenof nhen

eftirfarandi eftirfarandi lvenof

reglum regla nvfþ

nvfþ nvfþ nhen

regla regla nven

fylgt fylgja ssg

ssg ssgur nkeo

fylgja fylgja sng

: : :

: : :

: : :

a. annar fohee

fohee fohee sng

annar annar foken

Semja semja sng

sng sng nven

semja semja sng

skal skulu sfg3en

sfg3en sfg3en nkeog

skulu skulu sfg3fn

um um ao

ao ao sng

um um ao

greiðslu greiðsla nvee

nvee nvee sng

greiðsla greiðsla nven

ákveðins ákveðinn lkenof

lkenof lkenof nhen

ákveðinn ákveðinn lkensf

hlutfalls hlutfall nhee

nhee nhee sng

hlutfall hlutfall nhen

af af aþ

aþ aþ nhen

af af aþ

reiknuðu reikna sfg3fþ

sfg3fþ sfg3fþ nhen

reikna reikna sng

framlagi framlag nheþ

nheþ nheþ nhen

framlag framlag nhen

samkvæmt samkvæmt aþ

aþ aþ nhen

samkvæmt samkvæmt aþ

reglugerð reglugerð nven

nven nven nkeog

reglugerð reglugerð nven

nr. númer nhen

nhen nhen nkeog

númer númer nhen

417/1991 417 ta

ta ta nven

417 417 ta

. . .

. . .

. . .

Heimilt heimill lhensf

lhensf lhensf sfg3eþ

heimill heimill lkensf

er vera sfg3en

sfg3en sfg3en nkeog

vera vera sng

að að cn

cn cn e

að að cn

greiða greiða sng

sng sng nven

greiða greiða sng

mishátt misháttur nkeo

nkeo nkeo sng

misháttur misháttur nken

hlutfall hlutfall nhen

nhen nhen nkeog

hlutfall hlutfall nhen

eftir eftir aþ

aþ aþ nhen

eftir eftir aþ

eðli eðli nhen

nhen nhen nkeog

eðli eðli nhen

framkvæmda framkvæmd nvfe

nvfe nvfe sng

framkvæmd framkvæmd nven

, , ,

, , ,

, , ,

samkvæmt samkvæmt aþ

aþ aþ nhen

samkvæmt samkvæmt aþ

nánari náinn lvenvm

lvenvm lvenvm nhfþ

náinn náinn lkensf

ákvörðun ákvörðun nven

nven nven nkeog

ákvörðun ákvörðun nven

landbúnaðarráðherra landbúnaðarráðherra nkee

nkee nkee sng

landbúnaðarráðherra landbúnaðarráðherra nkee

. . .

. . .

. . .

b. bil nheo

nheo nheo sng

bil bil nhen

Skýrt skýra ssg

ssg ssgur nkeo

skýra skýra sng

verði verða svg3en

svg3en svg3en nkeog

verða verða sng

kveðið kveða ssg

ssg ssgur nkeo

kveða kveða sng

á á aþ

aþ aþ nhen

á á aþ

um um ao

ao ao sng

um um ao

í í aþ

aþ aþ nhen

í í aþ

samningum samningur nkfþ

nkfþ nkfþ nhen

samningur samningur nken

þessum þessi fakeþ

fakeþ fakeþ nhen

þessi þessi faven

að að cn

cn cn e

að að cn

um um ao

ao ao sng

um um ao

sé vera svg3en

svg3en svg3en nkeog

vera vera sng

að að cn

cn cn e

að að cn

ræða ræða sng

sng sng nven

ræða ræða sng

fullnaðaruppgjör fullnaðaruppgjör lvensf

lvensf lvensf sfg3eþ

fullnaðaruppgjör fullnaðaruppgjör lvensf

vegna vegna ae

ae ae sng

vegna vegna ae

framkvæmda framkvæmd nvfe

nvfe nvfe sng

framkvæmd framkvæmd nven

sem sem c

c c x

sem sem c

gátu geta sfg3fþ

sfg3fþ sfg3fþ nhen

geta geta sfg3fn

notið njóta ssg

ssg ssgur nkeo

njóta njóta sng

framlags framlag nhee

nhee nhee sng

framlag framlag nhen

samkvæmt samkvæmt aþ

aþ aþ nhen

samkvæmt samkvæmt aþ

lögum lag nhfþ

nhfþ nhfþ nhen

lag lag nhen

nr. númer nhen

nhen nhen nkeog

númer númer nhen

56/1987 56 ta

ta ta nven

56 56 ta

, , ,

, , ,

, , ,

með með aþ

aþ aþ nhen

með með aþ

síðari síðari lvenvm

lvenvm lvenvm nhfþ

síðari síðari lvenvm

breytingum breyting nvfþ

nvfþ nvfþ nhen

breyting breyting nven

, , ,

, , ,

, , ,

sbr. samanbera as

as aur nkee

samanbera samanber nhfe

einnig einnig aa

aa aur nkfo

einnig einnig aa

reglugerð reglugerð nven

nven nven nkeog

reglugerð reglugerð nven

nr. númer nhen

nhen nhen nkeog

númer númer nhen

417/1991 417 ta

ta ta nven

417 417 ta

. . .

. . .

. . .

Ríkissjóður ríkissjóður nken

nken nken nkeog

ríkissjóður ríkissjóður nken

mun munu sfg3en

sfg3en sfg3en nkeog

munu munu sfg3fn

verja verja sng

sng sng nven

verja verja sng

50 50 ta

ta ta nven

50 50 ta

millj. milljón tfvfe

tfvfe tfvfe sng

milljón milljón nveo

kr. króna nvfn

nvfn nvfn nheo

króna króna nven

hvert hver foheo

foheo foheo sng

hver hver fsken

ár ár nhfn

nhfn nhfn nheo

ár ár nhfn

á á aþ

aþ aþ nhen

á á aþ

fjárlögum fjárlag nhfþ

nhfþ nhfþ nhen

fjárlag fjárlag nhen

áranna ár nhfeg

nhfeg nhfegur lvensf

ár ár nhfn

1998 1998 ta

ta ta nven

1998 1998 ta

, , ,

, , ,

, , ,

1999 1999 ta

ta ta nven

1999 1999 ta

og og c

c c x

og og c

2000 2000 ta

ta ta nven

2000 2000 ta

til til ae

ae ae sng

til til ae

efnda efnda sng

sng sng nven

efnda efnda sng

á á aþ

aþ aþ nhen

á á aþ

samningum samningur nkfþ

nkfþ nkfþ nhen

samningur samningur nken

landbúnaðarráðherra landbúnaðarráðherra nkee

nkee nkee sng

landbúnaðarráðherra landbúnaðarráðherra nkee

og og c

c c x

og og c

35 35 ta

ta ta nven

35 35 ta

millj. milljón tfvfe

tfvfe tfvfe sng

milljón milljón nveo

kr. króna nvfn

nvfn nvfn nheo

króna króna nven

á á aþ

aþ aþ nhen

á á aþ

árunum ár nhfþg

nhfþg nhfþgur nkeo

ár ár nhfn

2001 2001 ta

ta ta nven

2001 2001 ta

og og c

c c x

og og c

2002 2002 ta

ta ta nven

2002 2002 ta

hvort hvor fohen

fohen fohen nkeog

hvor hvor foken

ár ár nhfn

nhfn nhfn nheo

ár ár nhfn

. . .

. . .

. . .

