Búnaðarlög nhfn búnaðarlag
1 ta 1
  
) ) )
  
) ) )
  
) ) )
  
L. nken-s l.
  
nken-s nhee nken-s
  
l. nhfe lag
  
126/2011 ta 126
  
ta nven ta
  
126 ta 126
  
, , ,
  
, , ,
  
, , ,
  
273. ta 273.
  
ta nven ta
  
273 ta 273
  
. . .
  
gr. nven grein
  
nven nkeog nven
  
grein nven grein
  
2 ta 2
  
ta nven ta
  
2 ta 2
  
) ) )
  
) ) )
  
) ) )
  
Rg nkeo rgur
  
nkeo sng nkeo
  
rgur lkensf rgur
  
. . .
  
. . .
  
. . .
  
557/1998 ta 557
  
ta nven ta
  
557 ta 557
  
. . .
  
. . .
  
. . .
  
Rg nkeo rgur
  
nkeo sng nkeo
  
rgur lkensf rgur
  
. . .
  
. . .
  
. . .
  
322/1999 ta 322
  
ta nven ta
  
322 ta 322
  
. . .
  
. . .
  
. . .
  
Rg nkeo rgur
  
nkeo sng nkeo
  
rgur lkensf rgur
  
. . .
  
. . .
  
. . .
  
449/2002 ta 449
  
ta nven ta
  
449 ta 449
  
, , ,
  
, , ,
  
, , ,
  
sbr. as samanbera
  
as nkee aur
  
samanbera nhfe samanber
  
677/2002 ta 677
  
ta nven ta
  
677 ta 677
  
, , ,
  
, , ,
  
, , ,
  
297/2017 ta 297
  
ta nven ta
  
297 ta 297
  
og c og
  
c x c
  
og c og
  
361/2017 ta 361
  
ta nven ta
  
361 ta 361
  
. . .
  
. . .
  
. . .
  
Rg nkeo rgur
  
nkeo sng nkeo
  
rgur lkensf rgur
  
. . .
  
. . .
  
. . .
  
151/2005 ta 151
  
ta nven ta
  
151 ta 151
  
. . .
  
. . .
  
. . .
  
Rg nkeo rgur
  
nkeo sng nkeo
  
rgur lkensf rgur
  
. . .
  
. . .
  
. . .
  
442/2011 ta 442
  
ta nven ta
  
442 ta 442
  
, , ,
  
, , ,
  
, , ,
  
sbr. as samanbera
  
as nkee aur
  
samanbera nhfe samanber
  
476/2018 ta 476
  
ta nven ta
  
476 ta 476
  
. . .
  
. . .
  
. . .
  
Rg nkeo rgur
  
nkeo sng nkeo
  
rgur lkensf rgur
  
. . .
  
. . .
  
. . .
  
1123/2015 ta 1123
  
ta nven ta
  
1123 ta 1123
  
. . .
  
. . .
  
. . .
  
Rg nkeo rgur
  
nkeo sng nkeo
  
rgur lkensf rgur
  
. . .
  
. . .
  
. . .
  
540/2016 ta 540
  
ta nven ta
  
540 ta 540
  
. . .
  
. . .
  
. . .
  
Rg nkeo rgur
  
nkeo sng nkeo
  
rgur lkensf rgur
  
. . .
  
. . .
  
. . .
  
878/2016 ta 878
  
ta nven ta
  
878 ta 878
  
. . .
  
. . .
  
. . .
  
Rg nkeo rgur
  
nkeo sng nkeo
  
rgur lkensf rgur
  
. . .
  
. . .
  
. . .
  
1180/2017 ta 1180
  
ta nven ta
  
1180 ta 1180
  
. . .
  
. . .
  
. . .
  
Rg nkeo rgur
  
nkeo sng nkeo
  
rgur lkensf rgur
  
. . .
  
. . .
  
. . .
  
1183/2017 ta 1183
  
ta nven ta
  
1183 ta 1183
  
. . .
  
. . .
  
. . .
  
[ [ [
  
[ [ [
  
[ [ [
  
20. ta 20.
  
ta nven ta
  
20 ta 20
  
. . .
  
gr. nven grein
  
nven nkeog nven
  
grein nven grein
  
Framkvæmdanefnd nven framkvæmdanefnd
  
nven nkeog nven
  
framkvæmdanefnd nven framkvæmdanefnd
  
búvörusamninga nkfo búvörusamningur
  
nkfo sng nkfo
  
búvörusamningur nken búvörusamningur
  
. . .
  
. . .
  
. . .
  
Framkvæmdanefnd nven framkvæmdanefnd
  
nven nkeog nven
  
framkvæmdanefnd nven framkvæmdanefnd
  
búvörusamninga nkfo búvörusamningur
  
nkfo sng nkfo
  
búvörusamningur nken búvörusamningur
  
er sfg3en vera
  
sfg3en nkeog sfg3en
  
vera sng vera
  
samráðsvettvangur nken samráðsvettvangur
  
nken nkeog nken
  
samráðsvettvangur nken samráðsvettvangur
  
samningsaðila nkfo samningsaðili
  
nkfo sng nkfo
  
samningsaðili nkeþ samningsaðilur
  
um ao um
  
ao sng ao
  
um ao um
  
framkvæmd nven framkvæmd
  
nven nkeog nven
  
framkvæmd nven framkvæmd
  
samnings nkee samningur
  
nkee sng nkee
  
samningur nken samningur
  
skv. aþ samkvæmt
  
aþ nhen aþ
  
samkvæmt aþ samkvæmt
  
3. ta 3.
  
ta nven ta
  
3 ta 3
  
. . .
  
gr. nven grein
  
nven nkeog nven
  
grein nven grein
  
Ráðherra nken ráðherra
  
nken nkeog nken
  
ráðherra nken ráðherra
  
skipar sfg3en skipa
  
sfg3en nkeog sfg3en
  
skipa nhfe skip
  
nefndina nveog nefnd
  
nveog nhen nveog
  
nefnd nveþ nefnd
  
samkvæmt aþ samkvæmt
  
aþ nhen aþ
  
samkvæmt aþ samkvæmt
  
ákvæðum nhfþ ákvæði
  
nhfþ nhen nhfþ
  
ákvæði nhfn ákvæði
  
búvörulaga nhfe búvörulagi
  
nhfe sng nhfe
  
búvörulagi nheþ búvörulagi
  
. . .
  
. . .
  
. . .
  
Nefndin nveng nefnd
  
nveng lvensf nvengur
  
nefnd nveþ nefnd
  
er sfg3en vera
  
sfg3en nkeog sfg3en
  
vera sng vera
  
ráðherra nken ráðherra
  
nken nkeog nken
  
ráðherra nken ráðherra
  
til ae til
  
ae sng ae
  
til ae til
  
ráðgjafar nkfn ráðgjafi
  
nkfn nheo nkfn
  
ráðgjafi nken ráðgjafi
  
við ao við
  
ao sng ao
  
við ao við
  
framkvæmd nven framkvæmd
  
nven nkeog nven
  
framkvæmd nven framkvæmd
  
samnings nkee samningur
  
nkee sng nkee
  
samningur nken samningur
  
skv. aþ samkvæmt
  
aþ nhen aþ
  
samkvæmt aþ samkvæmt
  
3. ta 3.
  
ta nven ta
  
3 ta 3
  
. . .
  
gr. nven grein
  
nven nkeog nven
  
grein nven grein
  
Hún fpven hún
  
fpven nkeog fpven
  
hún fpven hún
  
tekur sfg3en taka
  
sfg3en nkeog sfg3en
  
taka sng taka
  
ákvarðanir nvfn ákvörðun
  
nvfn nheo nvfn
  
ákvörðun nven ákvörðun
  
um ao um
  
ao sng ao
  
um ao um
  
tilfærslur nvfn tilfærsla
  
nvfn nheo nvfn
  
tilfærsla nven tilfærsla
  
framlaga nhfe framlag
  
nhfe sng nhfe
  
framlag nhen framlag
  
milli ae milli
  
ae sng ae
  
milli ae milli
  
einstakra lkfesf einstakur
  
lkfesf sfg3eþ lkfesf
  
einstakur lkensf einstakur
  
samningsliða nhfe samningsliði
  
nhfe sng nhfe
  
samningsliði nheþ samningslið
  
og c og
  
c x c
  
og c og
  
greiðslutilhögun nven greiðslutilhögun
  
nven nkeog nven
  
greiðslutilhögun nven greiðslutilhögun
  
framlaga nhfe framlag
  
nhfe sng nhfe
  
framlag nhen framlag
  
. . .
  
. . .
  
. . .
  
Fundargerðir nvfn fundargerð
  
nvfn nheo nvfn
  
fundargerð nven fundargerð
  
og c og
  
c x c
  
og c og
  
ákvarðanir nvfn ákvörðun
  
nvfn nheo nvfn
  
ákvörðun nven ákvörðun
  
nefndarinnar nveeg nefnd
  
nveeg lvensf nveegur
  
nefnd nveþ nefnd
  
skal sfg3en skulu
  
sfg3en nkeog sfg3en
  
skulu sfg3fn skulu
  
birta nven birta
  
nven nkeog nven
  
birta nven birta
  
opinberlega aa opinberlega
  
aa nkfo aur
  
opinberlega aa opinberlega
  
. . .
  
. . .
  
. . .
  
Ákvarðanir nvfn ákvörðun
  
nvfn nheo nvfn
  
ákvörðun nven ákvörðun
  
framkvæmdanefndar nvee framkvæmdanefnd
  
nvee sng nvee
  
framkvæmdanefnd nven framkvæmdanefnd
  
búvörusamninga nkfo búvörusamningur
  
nkfo sng nkfo
  
búvörusamningur nken búvörusamningur
  
eru sfg3fn vera
  
sfg3fn nheo sfg3fn
  
vera sng vera
  
endanlegar lvfnsf endanlegur
  
lvfnsf sfg3eþ lvfnsf
  
endanlegur lkensf endanlegur
  
á aþ á
  
aþ nhen aþ
  
á aþ á
  
stjórnsýslustigi nken stjórnsýslustigi
  
nken nkeog nken
  
stjórnsýslustigi nken stjórnsýslustigi
  
. . .
  
. . .
  
. . .
  
] ] ]
  
] ] ]
  
] ] ]
  
1 ta 1
  
ta nven ta
  
1 ta 1
  
) ) )
  
) ) )
  
) ) )
  
1 ta 1
  
ta nven ta
  
1 ta 1
  
) ) )
  
) ) )
  
) ) )
  
L. nken-s l.
  
nken-s nhee nken-s
  
l. nhfe lag
  
102/2016 ta 102
  
ta nven ta
  
102 ta 102
  
, , ,
  
, , ,
  
, , ,
  
52. ta 52.
  
ta nven ta
  
52 ta 52
  
. . .
  
gr. nven grein
  
nven nkeog nven
  
grein nven grein
  
[ [ [
  
[ [ [
  
[ [ [
  
21. ta 21.
  
ta nven ta
  
21 ta 21
  
. . .
  
gr. nven grein
  
nven nkeog nven
  
grein nven grein
  
Þróunarframlög nhfn þróunarframlag
  
nhfn nheo nhfn
  
þróunarframlag nhen þróunarframlag
  
. . .
  
. . .
  
. . .
  
Þróunarframlög nhfn þróunarframlag
  
nhfn nheo nhfn
  
þróunarframlag nhen þróunarframlag
  
eru sfg3fn vera
  
sfg3fn nheo sfg3fn
  
vera sng vera
  
veitt ssg veita
  
ssg nkeo ssgur
  
veita sng veita
  
til ae til
  
ae sng ae
  
til ae til
  
að cn að
  
cn e cn
  
að cn að
  
styðja sng styðja
  
sng nven sng
  
styðja sng styðja
  
við ao við
  
ao sng ao
  
við ao við
  
kennslu nveo kennsla
  
nveo sng nveo
  
kennsla nven kennsla
  
, , ,
  
, , ,
  
, , ,
  
rannsóknir nvfn rannsókn
  
nvfn nheo nvfn
  
rannsókn nven rannsókn
  
, , ,
  
, , ,
  
, , ,
  
leiðbeiningar nvfn leiðbeining
  
nvfn nheo nvfn
  
leiðbeining nven leiðbeining
  
og c og
  
c x c
  
og c og
  
þróun nven þróun
  
nven nkeog nven
  
þróun nven þróun
  
í aþ í
  
aþ nhen aþ
  
í aþ í
  
garðyrkju nveo garðyrkja
  
nveo sng nveo
  
garðyrkja nven garðyrkja
  
, , ,
  
, , ,
  
, , ,
  
nautgriparækt nven nautgriparækt
  
nven nkeog nven
  
nautgriparækt nven nautgriparækt
  
og c og
  
c x c
  
og c og
  
sauðfjárrækt nven sauðfjárrækt
  
nven nkeog nven
  
sauðfjárrækt nven sauðfjárrækt
  
sem c sem
  
c x c
  
sem c sem
  
og c og
  
c x c
  
og c og
  
öðrum fokfþ annar
  
fokfþ nhen fokfþ
  
annar foken annar
  
búgreinum nvfþ búgrein
  
nvfþ nhen nvfþ
  
búgrein nven búgrein
  
. . .
  
. . .
  
. . .
  
Framleiðnisjóður nken framleiðnisjóður
  
nken nkeog nken
  
framleiðnisjóður nken framleiðnisjóður
  
landbúnaðarins nkeeg landbúnaður
  
nkeeg lvensf nkeegur
  
landbúnaður nken landbúnaður
  
ráðstafar sfg3en ráðstafa
  
sfg3en nkeog sfg3en
  
ráðstafa sng ráðstafa
  
framlögum nhfþ framlag
  
nhfþ nhen nhfþ
  
framlag nhen framlag
  
til ae til
  
ae sng ae
  
til ae til
  
verkefna nhfe verkefni
  
nhfe sng nhfe
  
verkefni nhfn verkefni
  
skv. aþ samkvæmt
  
aþ nhen aþ
  
samkvæmt aþ samkvæmt
  
1. ta 1.
  
ta nven ta
  
1 ta 1
  
. . .
  
mgr. nven málsgrein
  
nven nkeog nven
  
málsgrein nven málsgrein
  
að cn að
  
cn e cn
  
að cn að
  
fenginni lveþsf fenginn
  
lveþsf sfg3eþ lveþsf
  
fenginn sþgken fá
  
umsögn nven umsögn
  
nven nkeog nven
  
umsögn nven umsögn
  
fagráðs nhee fagráð
  
nhee sng nhee
  
fagráð nhen fagráð
  
í aþ í
  
aþ nhen aþ
  
í aþ í
  
viðkomandi lkenof viðkomandi
  
lkenof nhen lkenof
  
viðkomandi lkenof viðkomandi
  
búgrein nven búgrein
  
nven nkeog nven
  
búgrein nven búgrein
  
. . .
  
. . .
  
. . .
  
] ] ]
  
] ] ]
  
] ] ]
  
1 ta 1
  
ta nven ta
  
1 ta 1
  
) ) )
  
) ) )
  
) ) )
  
1 ta 1
  
ta nven ta
  
1 ta 1
  
) ) )
  
) ) )
  
) ) )
  
L. nken-s l.
  
nken-s nhee nken-s
  
l. nhfe lag
  
102/2016 ta 102
  
ta nven ta
  
102 ta 102
  
, , ,
  
, , ,
  
, , ,
  
52. ta 52.
  
ta nven ta
  
52 ta 52
  
. . .
  
gr. nven grein
  
nven nkeog nven
  
grein nven grein
  
[ [ [
  
[ [ [
  
[ [ [
  
22. ta 22.
  
ta nven ta
  
22 ta 22
  
. . .
  
gr. nven grein
  
nven nkeog nven
  
grein nven grein
  
Aðlögun nven aðlögun
  
nven nkeog nven
  
aðlögun nven aðlögun
  
að cn að
  
cn e cn
  
að cn að
  
lífrænni lkenvm lífrænni
  
lkenvm nhfþ lkenvm
  
lífrænni lkenvm lífrænni
  
framleiðslu nveþ framleiðsla
  
nveþ nhen nveþ
  
framleiðsla nven framleiðsla
  
. . .
  
. . .
  
. . .
  
Framlög nhfn framlag
  
nhfn nheo nhfn
  
framlag nhen framlag
  
eru sfg3fn vera
  
sfg3fn nheo sfg3fn
  
vera sng vera
  
veitt ssg veita
  
ssg nkeo ssgur
  
veita sng veita
  
til ae til
  
ae sng ae
  
til ae til
  
að cn að
  
cn e cn
  
að cn að
  
greiða sng greiða
  
sng nven sng
  
greiða sng greiða
  
fyrir ao fyrir
  
ao sng ao
  
fyrir ao fyrir
  
aðlögun nven aðlögun
  
nven nkeog nven
  
aðlögun nven aðlögun
  
að cn að
  
cn e cn
  
að cn að
  
lífrænum lkeþsf lífrænn
  
lkeþsf sfg3eþ lkeþsf
  
lífrænn lkensf lífrænn
  
framleiðsluháttum nkfþ framleiðsluháttur
  
nkfþ nhen nkfþ
  
framleiðsluháttur nken framleiðsluháttur
  
og c og
  
c x c
  
og c og
  
aðstoða sng aðstoða
  
sng nven sng
  
aðstoða sng aðstoða
  
framleiðendur nkfn framleiðandi
  
nkfn nheo nkfn
  
framleiðandi lkenof framleiðandi
  
við ao við
  
ao sng ao
  
við ao við
  
að cn að
  
cn e cn
  
að cn að
  
uppfylla sng uppfylla
  
sng nven sng
  
uppfylla sng uppfylla
  
kröfur nvfn krafa
  
nvfn nheo nvfn
  
krafa nven krafa
  
um ao um
  
ao sng ao
  
um ao um
  
lífræna lhenvf lífrænn
  
lhenvf sfg3eþ lhenvf
  
lífrænn lkensf lífrænn
  
búvöruframleiðslu nveþ búvöruframleiðsla
  
nveþ nhen nveþ
  
búvöruframleiðsla nven búvöruframleiðsla
  
. . .
  
. . .
  
. . .
  
] ] ]
  
] ] ]
  
] ] ]
  
1 ta 1
  
ta nven ta
  
1 ta 1
  
) ) )
  
) ) )
  
) ) )
  
1 ta 1
  
ta nven ta
  
1 ta 1
  
) ) )
  
) ) )
  
) ) )
  
L. nken-s l.
  
nken-s nhee nken-s
  
l. nhfe lag
  
102/2016 ta 102
  
ta nven ta
  
102 ta 102
  
, , ,
  
, , ,
  
, , ,
  
52. ta 52.
  
ta nven ta
  
52 ta 52
  
. . .
  
gr. nven grein
  
nven nkeog nven
  
grein nven grein
  
[ [ [
  
[ [ [
  
[ [ [
  
23. ta 23.
  
ta nven ta
  
23 ta 23
  
. . .
  
gr. nven grein
  
nven nkeog nven
  
grein nven grein
  
] ] ]
  
] ] ]
  
] ] ]
  
1 ta 1
  
ta nven ta
  
1 ta 1
  
) ) )
  
) ) )
  
) ) )
  
Gildistaka lkfnof gildistaka
  
lkfnof nhen lkfnof
  
gildistaka lkfnof gildistaka
  
. . .
  
. . .
  
. . .
  
Lög nhfn lag
  
nhfn nheo nhfn
  
lag nhen lag
  
þessi faven þessi
  
faven nkeog faven
  
þessi faven þessi
  
taka sng taka
  
sng nven sng
  
taka sng taka
  
þegar c þegar
  
c x c
  
þegar c þegar
  
gildi nheo gildi
  
nheo sng nheo
  
gildi nheo gildi
  
… nhen …
  
nhen nkeog nhen
  
… nhen …
  
1 ta 1
  
ta nven ta
  
1 ta 1
  
) ) )
  
) ) )
  
) ) )
  
L. nken-s l.
  
nken-s nhee nken-s
  
l. nhfe lag
  
102/2016 ta 102
  
ta nven ta
  
102 ta 102
  
, , ,
  
, , ,
  
, , ,
  
52. ta 52.
  
ta nven ta
  
52 ta 52
  
. . .
  
gr. nven grein
  
nven nkeog nven
  
grein nven grein
  
Ákvæði nhfn ákvæði
  
nhfn nheo nhfn
  
ákvæði nhfn ákvæði
  
til ae til
  
ae sng ae
  
til ae til
  
bráðabirgða nvfe bráðabirgð
  
nvfe sng nvfe
  
bráðabirgð lvensf bráðabirgður
  
. . .
  
. . .
  
. . .
  
Landbúnaðarráðherra nkee landbúnaðarráðherra
  
nkee sng nkee
  
landbúnaðarráðherra nkee landbúnaðarráðherra
  
er sfg3en vera
  
sfg3en nkeog sfg3en
  
vera sng vera
  
heimilt lhensf heimill
  
lhensf sfg3eþ lhensf
  
heimill lkensf heimill
  
að cn að
  
cn e cn
  
að cn að
  
leita sng leita
  
sng nven sng
  
leita sng leita
  
eftir aþ eftir
  
aþ nhen aþ
  
eftir aþ eftir
  
samningum nkfþ samningur
  
nkfþ nhen nkfþ
  
samningur nken samningur
  
við ao við
  
ao sng ao
  
við ao við
  
bændur nkfn bóndi
  
nkfn nheo nkfn
  
bóndi nken bóndi
  
um ao um
  
ao sng ao
  
um ao um
  
greiðslur nvfn greiðsla
  
nvfn nheo nvfn
  
greiðsla nven greiðsla
  
á aþ á
  
aþ nhen aþ
  
á aþ á
  
sérstökum lhfþsf sérstakur
  
lhfþsf sfg3eþ lhfþsf
  
sérstakur lkensf sérstakur
  
framlögum nhfþ framlag
  
nhfþ nhen nhfþ
  
framlag nhen framlag
  
vegna ae vegna
  
ae sng ae
  
vegna ae vegna
  
framkvæmda nvfe framkvæmd
  
nvfe sng nvfe
  
framkvæmd nven framkvæmd
  
á aþ á
  
aþ nhen aþ
  
á aþ á
  
lögbýlum nhfþ lögbýli
  
nhfþ nhen nhfþ
  
lögbýli nheþ lögbýli
  
sem c sem
  
c x c
  
sem c sem
  
teknar lvfnsf teknur
  
lvfnsf sfg3eþ lvfnsf
  
teknur lkensf teknur
  
voru sfg3fþ vera
  
sfg3fþ nhen sfg3fþ
  
vera sng vera
  
út aa út
  
aa nkfo aur
  
út aa út
  
og c og
  
c x c
  
og c og
  
samþykktar nvfn samþykktar
  
nvfn nheo nvfn
  
samþykktar nvfn samþykktar
  
af aþ af
  
aþ nhen aþ
  
af aþ af
  
héraðsráðunautum nkfþ héraðsráðunautur
  
nkfþ nhen nkfþ
  
héraðsráðunautur nken héraðsráðunautur
  
á aþ á
  
aþ nhen aþ
  
á aþ á
  
árunum nhfþg ár
  
nhfþg nkeo nhfþgur
  
ár nhfn ár
  
1992 ta 1992
  
ta nven ta
  
1992 ta 1992
  
– nhen –
  
nhen nkeog nhen
  
– nhen –
  
97 ta 97
  
ta nven ta
  
97 ta 97
  
, , ,
  
, , ,
  
, , ,
  
en c en
  
c x c
  
en c en
  
ákvæði nhfn ákvæði
  
nhfn nheo nhfn
  
ákvæði nhfn ákvæði
  
laga nhfe lag
  
nhfe sng nhfe
  
lag nhen lag
  
þessara fahfe þessi
  
fahfe sng fahfe
  
þessi faven þessi
  
gilda sfg3fn gilda
  
sfg3fn nheo sfg3fn
  
gilda sfg3fn gilda
  
um ao um
  
ao sng ao
  
um ao um
  
framkvæmdir nvfn framkvæmd
  
nvfn nheo nvfn
  
framkvæmd nven framkvæmd
  
sem c sem
  
c x c
  
sem c sem
  
hafa sfg3fn hafa
  
sfg3fn nheo sfg3fn
  
hafa sfg3fn hafa
  
verið ssg vera
  
ssg nkeo ssgur
  
vera sng vera
  
teknar lvfnsf teknur
  
lvfnsf sfg3eþ lvfnsf
  
teknur lkensf teknur
  
út aa út
  
aa nkfo aur
  
út aa út
  
og c og
  
c x c
  
og c og
  
samþykktar nvfn samþykktar
  
nvfn nheo nvfn
  
samþykktar nvfn samþykktar
  
á aþ á
  
aþ nhen aþ
  
á aþ á
  
árinu nheþg ár
  
nheþg nkeo nheþgur
  
ár nhfn ár
  
1998 ta 1998
  
ta nven ta
  
1998 ta 1998
  
. . .
  
. . .
  
. . .
  
Um ao um
  
ao sng ao
  
um ao um
  
samninga nkfo samningur
  
nkfo sng nkfo
  
samningur nken samningur
  
við ao við
  
ao sng ao
  
við ao við
  
bændur nkfn bóndi
  
nkfn nheo nkfn
  
bóndi nken bóndi
  
verði svg3en verða
  
svg3en nkeog svg3en
  
verða sng verða
  
eftirfarandi lvenof eftirfarandi
  
lvenof nhen lvenof
  
eftirfarandi lvenof eftirfarandi
  
reglum nvfþ regla
  
nvfþ nhen nvfþ
  
regla nven regla
  
fylgt ssg fylgja
  
ssg nkeo ssgur
  
fylgja sng fylgja
  
: : :
  
: : :
  
: : :
  
a. fohee annar
  
fohee sng fohee
  
annar foken annar
  
Semja sng semja
  
sng nven sng
  
semja sng semja
  
skal sfg3en skulu
  
sfg3en nkeog sfg3en
  
skulu sfg3fn skulu
  
um ao um
  
ao sng ao
  
um ao um
  
greiðslu nvee greiðsla
  
nvee sng nvee
  
greiðsla nven greiðsla
  
ákveðins lkenof ákveðinn
  
lkenof nhen lkenof
  
ákveðinn lkensf ákveðinn
  
hlutfalls nhee hlutfall
  
nhee sng nhee
  
hlutfall nhen hlutfall
  
af aþ af
  
aþ nhen aþ
  
af aþ af
  
reiknuðu sfg3fþ reikna
  
sfg3fþ nhen sfg3fþ
  
reikna sng reikna
  
framlagi nheþ framlag
  
nheþ nhen nheþ
  
framlag nhen framlag
  
samkvæmt aþ samkvæmt
  
aþ nhen aþ
  
samkvæmt aþ samkvæmt
  
reglugerð nven reglugerð
  
nven nkeog nven
  
reglugerð nven reglugerð
  
nr. nhen númer
  
nhen nkeog nhen
  
númer nhen númer
  
417/1991 ta 417
  
ta nven ta
  
417 ta 417
  
. . .
  
. . .
  
. . .
  
Heimilt lhensf heimill
  
lhensf sfg3eþ lhensf
  
heimill lkensf heimill
  
er sfg3en vera
  
sfg3en nkeog sfg3en
  
vera sng vera
  
að cn að
  
cn e cn
  
að cn að
  
greiða sng greiða
  
sng nven sng
  
greiða sng greiða
  
mishátt nkeo misháttur
  
nkeo sng nkeo
  
misháttur nken misháttur
  
hlutfall nhen hlutfall
  
nhen nkeog nhen
  
hlutfall nhen hlutfall
  
eftir aþ eftir
  
aþ nhen aþ
  
eftir aþ eftir
  
eðli nhen eðli
  
nhen nkeog nhen
  
eðli nhen eðli
  
framkvæmda nvfe framkvæmd
  
nvfe sng nvfe
  
framkvæmd nven framkvæmd
  
, , ,
  
, , ,
  
, , ,
  
samkvæmt aþ samkvæmt
  
aþ nhen aþ
  
samkvæmt aþ samkvæmt
  
nánari lvenvm náinn
  
lvenvm nhfþ lvenvm
  
náinn lkensf náinn
  
ákvörðun nven ákvörðun
  
nven nkeog nven
  
ákvörðun nven ákvörðun
  
landbúnaðarráðherra nkee landbúnaðarráðherra
  
nkee sng nkee
  
landbúnaðarráðherra nkee landbúnaðarráðherra
  
. . .
  
. . .
  
. . .
  
b. nheo bil
  
nheo sng nheo
  
bil nhen bil
  
Skýrt ssg skýra
  
ssg nkeo ssgur
  
skýra sng skýra
  
verði svg3en verða
  
svg3en nkeog svg3en
  
verða sng verða
  
kveðið ssg kveða
  
ssg nkeo ssgur
  
kveða sng kveða
  
á aþ á
  
aþ nhen aþ
  
á aþ á
  
um ao um
  
ao sng ao
  
um ao um
  
í aþ í
  
aþ nhen aþ
  
í aþ í
  
samningum nkfþ samningur
  
nkfþ nhen nkfþ
  
samningur nken samningur
  
þessum fakeþ þessi
  
fakeþ nhen fakeþ
  
þessi faven þessi
  
að cn að
  
cn e cn
  
að cn að
  
um ao um
  
ao sng ao
  
um ao um
  
sé svg3en vera
  
svg3en nkeog svg3en
  
vera sng vera
  
að cn að
  
cn e cn
  
að cn að
  
ræða sng ræða
  
sng nven sng
  
ræða sng ræða
  
fullnaðaruppgjör lvensf fullnaðaruppgjör
  
lvensf sfg3eþ lvensf
  
fullnaðaruppgjör lvensf fullnaðaruppgjör
  
vegna ae vegna
  
ae sng ae
  
vegna ae vegna
  
framkvæmda nvfe framkvæmd
  
nvfe sng nvfe
  
framkvæmd nven framkvæmd
  
sem c sem
  
c x c
  
sem c sem
  
gátu sfg3fþ geta
  
sfg3fþ nhen sfg3fþ
  
geta sfg3fn geta
  
notið ssg njóta
  
ssg nkeo ssgur
  
njóta sng njóta
  
framlags nhee framlag
  
nhee sng nhee
  
framlag nhen framlag
  
samkvæmt aþ samkvæmt
  
aþ nhen aþ
  
samkvæmt aþ samkvæmt
  
lögum nhfþ lag
  
nhfþ nhen nhfþ
  
lag nhen lag
  
nr. nhen númer
  
nhen nkeog nhen
  
númer nhen númer
  
56/1987 ta 56
  
ta nven ta
  
56 ta 56
  
, , ,
  
, , ,
  
, , ,
  
með aþ með
  
aþ nhen aþ
  
með aþ með
  
síðari lvenvm síðari
  
lvenvm nhfþ lvenvm
  
síðari lvenvm síðari
  
breytingum nvfþ breyting
  
nvfþ nhen nvfþ
  
breyting nven breyting
  
, , ,
  
, , ,
  
, , ,
  
sbr. as samanbera
  
as nkee aur
  
samanbera nhfe samanber
  
einnig aa einnig
  
aa nkfo aur
  
einnig aa einnig
  
reglugerð nven reglugerð
  
nven nkeog nven
  
reglugerð nven reglugerð
  
nr. nhen númer
  
nhen nkeog nhen
  
númer nhen númer
  
417/1991 ta 417
  
ta nven ta
  
417 ta 417
  
. . .
  
. . .
  
. . .
  
Ríkissjóður nken ríkissjóður
  
nken nkeog nken
  
ríkissjóður nken ríkissjóður
  
mun sfg3en munu
  
sfg3en nkeog sfg3en
  
munu sfg3fn munu
  
verja sng verja
  
sng nven sng
  
verja sng verja
  
50 ta 50
  
ta nven ta
  
50 ta 50
  
millj. tfvfe milljón
  
tfvfe sng tfvfe
  
milljón nveo milljón
  
kr. nvfn króna
  
nvfn nheo nvfn
  
króna nven króna
  
hvert foheo hver
  
foheo sng foheo
  
hver fsken hver
  
ár nhfn ár
  
nhfn nheo nhfn
  
ár nhfn ár
  
á aþ á
  
aþ nhen aþ
  
á aþ á
  
fjárlögum nhfþ fjárlag
  
nhfþ nhen nhfþ
  
fjárlag nhen fjárlag
  
áranna nhfeg ár
  
nhfeg lvensf nhfegur
  
ár nhfn ár
  
1998 ta 1998
  
ta nven ta
  
1998 ta 1998
  
, , ,
  
, , ,
  
, , ,
  
1999 ta 1999
  
ta nven ta
  
1999 ta 1999
  
og c og
  
c x c
  
og c og
  
2000 ta 2000
  
ta nven ta
  
2000 ta 2000
  
til ae til
  
ae sng ae
  
til ae til
  
efnda sng efnda
  
sng nven sng
  
efnda sng efnda
  
á aþ á
  
aþ nhen aþ
  
á aþ á
  
samningum nkfþ samningur
  
nkfþ nhen nkfþ
  
samningur nken samningur
  
landbúnaðarráðherra nkee landbúnaðarráðherra
  
nkee sng nkee
  
landbúnaðarráðherra nkee landbúnaðarráðherra
  
og c og
  
c x c
  
og c og
  
35 ta 35
  
ta nven ta
  
35 ta 35
  
millj. tfvfe milljón
  
tfvfe sng tfvfe
  
milljón nveo milljón
  
kr. nvfn króna
  
nvfn nheo nvfn
  
króna nven króna
  
á aþ á
  
aþ nhen aþ
  
á aþ á
  
árunum nhfþg ár
  
nhfþg nkeo nhfþgur
  
ár nhfn ár
  
2001 ta 2001
  
ta nven ta
  
2001 ta 2001
  
og c og
  
c x c
  
og c og
  
2002 ta 2002
  
ta nven ta
  
2002 ta 2002
  
hvort fohen hvor
  
fohen nkeog fohen
  
hvor foken hvor
  
ár nhfn ár
  
nhfn nheo nhfn
